Date,Price,Open,High,Low,Change %
"Aug 02, 2016",3.7332,3.8534,3.9081,3.7,-3.12
"Aug 01, 2016",3.8534,3.942,3.9599,3.8519,-2.25
"Jul 31, 2016",3.942,4.0551,4.08,3.908,-2.79
"Jul 30, 2016",4.0551,4.0767,4.1149,4.0259,-0.53
"Jul 29, 2016",4.0767,3.9957,4.1148,3.96,2.43
"Jul 27, 2016",3.9799,3.98,4.005,3.9258,0
"Jul 26, 2016",3.98,4.0102,4.0543,3.9008,-0.75
"Jul 25, 2016",4.0102,4.0933,4.0933,3.9999,-2.03
"Jul 24, 2016",4.0933,4.0596,4.096,4.0084,0.83
"Jul 23, 2016",4.0596,4.036,4.0606,4.014,0.58
"Jul 22, 2016",4.036,4.116,4.1641,3.9617,-1.94
"Jul 21, 2016",4.116,4.1574,4.1574,4.0927,-1
"Jul 20, 2016",4.1574,4.1817,4.1817,4.1083,-0.58
"Jul 19, 2016",4.1817,4.169,4.1974,4.147,0.3
"Jul 18, 2016",4.169,4.2187,4.2377,4.1527,-0.57
"Jul 17, 2016",4.1928,4.16,4.284,4.152,0.79
"Jul 16, 2016",4.16,4.19,4.2092,4.1157,-0.72
"Jul 15, 2016",4.19,4.1701,4.1999,4.1472,0.48
"Jul 14, 2016",4.1701,4.1734,4.2,4.1258,-0.08
"Jul 13, 2016",4.1734,4.1843,4.2396,4.15,-0.26
"Jul 12, 2016",4.1843,4.1274,4.2494,4.0824,1.38
"Jul 11, 2016",4.1274,4.138,4.2131,4.0631,-0.26
"Jul 10, 2016",4.138,4.1223,4.1527,4.0621,0.38
"Jul 09, 2016",4.1223,4.25,4.25,3.97,-3
"Jul 08, 2016",4.25,4.102,4.25,4.0562,3.61
"Jul 07, 2016",4.102,4.4799,4.518,3.93,-8.44
"Jul 06, 2016",4.4799,4.4219,4.4863,4.4022,1.31
"Jul 05, 2016",4.4219,4.5127,4.55,4.3433,-2.01
"Jul 04, 2016",4.5127,4.2809,4.563,4.1789,5.41
"Jul 03, 2016",4.2809,4.6532,4.6532,4.1503,-8
"Jul 02, 2016",4.6532,4.2663,4.6694,4.2663,9.07
"Jul 01, 2016",4.2663,4.2091,4.3873,4.1792,1.36
"Jun 30, 2016",4.2091,4.0599,4.2999,4.0257,3.67
"Jun 29, 2016",4.0599,4.1299,4.1299,4,-1.69
"Jun 28, 2016",4.1299,4.175,4.195,4.0131,-1.08
"Jun 27, 2016",4.175,4.0731,4.175,4.0301,2.5
"Jun 26, 2016",4.0731,4.243,4.2696,3.9542,-4
"Jun 25, 2016",4.243,4.2775,4.48,3.91,-0.81
"Jun 24, 2016",4.2775,3.888,4.3998,3.8862,10.02
"Jun 23, 2016",3.888,4.0007,4.025,3.51,-2.81
"Jun 22, 2016",4.0005,4.8547,4.9773,3.75,-17.6
"Jun 21, 2016",4.8547,5.048,5.11,0,-9.78
"Jun 20, 2016",5.381,5.6031,5.6031,5.2025,-4.05
"Jun 19, 2016",5.6081,5.578,5.6365,5.4852,0.54
"Jun 18, 2016",5.578,5.6492,5.7998,5.38,-1.26
"Jun 17, 2016",5.6492,5.695,5.99,5.1271,-0.8
"Jun 16, 2016",5.695,5.2588,5.695,5.2588,8.64
"Jun 15, 2016",5.242,5.1477,5.26,4.9922,1.83
"Jun 14, 2016",5.1477,5.2789,5.3056,4.968,-2.49
"Jun 13, 2016",5.2789,5.25,5.5286,4.9502,0.55
"Jun 12, 2016",5.2499,5.0993,5.4,5,2.95
"Jun 11, 2016",5.0993,4.8969,5.0993,4.89,4.13
"Jun 10, 2016",4.8969,4.767,4.9105,4.7124,2.72
"Jun 09, 2016",4.767,4.821,4.821,4.6647,-1.12
"Jun 08, 2016",4.821,4.7738,4.824,4.7,0.99
"Jun 07, 2016",4.7738,4.963,4.991,4.6886,-3.81
"Jun 06, 2016",4.963,4.8631,4.9801,4.7984,2.05
"Jun 05, 2016",4.8631,4.82,4.8839,4.7562,0.89
"Jun 04, 2016",4.82,4.8967,4.9723,4.7509,-1.57
"Jun 03, 2016",4.8967,4.7162,4.9,4.6761,3.83
"Jun 02, 2016",4.7162,4.7594,4.7689,4.676,-0.91
"Jun 01, 2016",4.7594,4.5947,4.8,4.562,3.58
"May 31, 2016",4.5947,4.62,4.691,4.5,-0.55
"May 30, 2016",4.62,4.5689,4.6609,4.4393,1.12
"May 29, 2016",4.5689,4.555,4.8613,4.3538,0.31
"May 28, 2016",4.555,4.4622,4.835,4.4437,2.08
"May 27, 2016",4.4622,4.1025,4.6719,4.0827,8.77
"May 26, 2016",4.1025,4.0456,4.1536,3.9874,1.41
"May 25, 2016",4.0456,3.95,4.065,3.95,2.42
"May 24, 2016",3.95,3.958,3.99,3.935,-0.2
"May 23, 2016",3.958,3.8383,3.958,3.8333,3.12
"May 22, 2016",3.8383,3.9353,3.9762,3.8383,-2.46
"May 21, 2016",3.9353,3.87,3.9718,3.821,1.69
"May 20, 2016",3.87,3.7989,3.9296,3.7,1.87
"May 19, 2016",3.7989,4.0132,4.0517,3.7375,-5.34
"May 18, 2016",4.0132,3.9669,4.0535,3.965,1.17
"May 17, 2016",3.9669,4.007,4.0506,3.9613,-1
"May 16, 2016",4.007,4.0707,4.2241,3.9503,-1.56
"May 15, 2016",4.0707,4.0182,4.1258,3.96,1.31
"May 14, 2016",4.0182,3.9351,4.0661,3.9342,2.11
"May 13, 2016",3.9351,3.859,3.9725,3.8353,1.97
"May 12, 2016",3.859,3.8807,3.899,3.7885,-0.56
"May 11, 2016",3.8807,3.8398,3.9389,3.829,1.07
"May 10, 2016",3.8398,4.08,4.1792,3.7857,-5.89
"May 09, 2016",4.08,3.966,4.1339,3.9125,2.87
"May 08, 2016",3.966,3.98,3.988,3.9055,-0.35
"May 07, 2016",3.98,3.8452,4.033,3.8452,3.51
"May 06, 2016",3.8452,3.7203,3.869,3.7031,3.36
"May 05, 2016",3.7203,3.7333,3.7893,3.72,-0.35
"May 04, 2016",3.7333,3.734,3.7798,3.704,-0.02
"May 03, 2016",3.734,3.6743,3.7657,3.615,1.62
"May 02, 2016",3.6743,3.6969,3.8089,3.6198,-0.61
"May 01, 2016",3.6969,3.67,3.749,3.647,0.73
"Apr 30, 2016",3.67,3.8207,3.8506,3.647,-3.94
"Apr 29, 2016",3.8207,3.8298,3.8797,3.7222,-0.24
"Apr 28, 2016",3.8298,3.8931,3.955,3.701,-1.63
"Apr 27, 2016",3.8931,4.0791,4.2948,3.823,-4.56
"Apr 26, 2016",4.0791,3.83,4.1579,3.813,6.5
"Apr 25, 2016",3.83,3.6711,3.9264,3.5737,4.06
"Apr 24, 2016",3.6806,3.3698,3.7,3.3678,9.22
"Apr 23, 2016",3.3698,3.356,3.3899,3.3217,0.41
"Apr 22, 2016",3.356,3.375,3.4,3.3219,-0.56
"Apr 21, 2016",3.375,3.3,3.38,3.3,2.27
"Apr 20, 2016",3.3,3.3199,3.3262,3.2772,-0.6
"Apr 19, 2016",3.3199,3.2511,3.3199,3.2401,2.12
"Apr 18, 2016",3.2511,3.2849,3.29,3.25,-1.03
"Apr 17, 2016",3.2849,3.3104,3.3104,3.2586,-0.77
"Apr 16, 2016",3.3104,3.2952,3.3196,3.29,0.46
"Apr 15, 2016",3.2952,3.26,3.3238,3.2536,1.08
"Apr 14, 2016",3.26,3.2693,3.2785,3.2447,-0.28
"Apr 13, 2016",3.2693,3.2625,3.2876,3.2479,0.21
"Apr 12, 2016",3.2625,3.234,3.3,3.234,0.88
"Apr 11, 2016",3.234,3.233,3.2687,3.2209,0.03
"Apr 10, 2016",3.233,3.2302,3.251,3.2098,0.09
"Apr 09, 2016",3.2302,3.2324,3.2333,3.2,-0.07
"Apr 08, 2016",3.2324,3.2305,3.263,3.21,0.06
"Apr 07, 2016",3.2305,3.2467,3.252,3.225,-0.5
"Apr 06, 2016",3.2467,3.265,3.2877,3.245,-0.56
"Apr 05, 2016",3.265,3.245,3.2759,3.2251,0.62
"Apr 04, 2016",3.245,3.2443,3.27,3.201,0.02
"Apr 03, 2016",3.2443,3.2582,3.2793,3.2384,-0.43
"Apr 02, 2016",3.2582,3.2416,3.285,3.2416,0.51
"Apr 01, 2016",3.2416,3.254,3.2572,3.219,-0.38
"Mar 31, 2016",3.254,3.2096,3.2635,3.2096,1.38
"Mar 30, 2016",3.2096,3.228,3.2375,3.1721,-0.57
"Mar 29, 2016",3.228,3.27,3.279,3.1787,-1.28
"Mar 28, 2016",3.27,3.296,3.3029,3.26,-0.79
"Mar 27, 2016",3.296,3.2372,3.3314,3.21,1.82
"Mar 26, 2016",3.2372,3.2075,3.2389,3.2075,0.93
"Mar 25, 2016",3.2075,3.2186,3.2299,3.1886,-0.34
"Mar 24, 2016",3.2186,3.23,3.23,3.1966,-0.35
"Mar 23, 2016",3.23,3.2132,3.239,3.1906,0.52
"Mar 22, 2016",3.2132,3.192,3.2388,3.1809,0.66
"Mar 21, 2016",3.192,3.1694,3.197,3.1507,0.71
"Mar 20, 2016",3.1694,3.1582,3.1973,3.1553,0.35
"Mar 19, 2016",3.1582,3.1457,3.1889,3.125,0.4
"Mar 18, 2016",3.1457,3.2924,3.2924,3.01,-4.46
"Mar 17, 2016",3.2924,3.313,3.324,3.2682,-0.62
"Mar 16, 2016",3.313,3.3114,3.313,3.252,0.05
"Mar 15, 2016",3.3114,3.3039,3.32,3.2587,0.23
"Mar 14, 2016",3.3039,3.2803,3.3129,3.2553,0.72
"Mar 13, 2016",3.2803,3.2569,3.306,3.2564,0.72
"Mar 12, 2016",3.2569,3.365,3.3826,3.25,-3.21
"Mar 11, 2016",3.365,3.264,3.4,3.264,3.09
"Mar 10, 2016",3.264,3.2541,3.297,3.2205,0.3
"Mar 09, 2016",3.2541,3.2179,3.2841,3.203,1.12
"Mar 08, 2016",3.2179,3.241,3.2644,3.2033,-0.71
"Mar 07, 2016",3.241,3.1778,3.2637,3.1551,1.99
"Mar 06, 2016",3.1778,3.1726,3.2303,3.1311,0.16
"Mar 05, 2016",3.1726,3.2254,3.2426,3.1103,-1.64
"Mar 04, 2016",3.2254,3.304,3.3398,3.21,-2.38
"Mar 03, 2016",3.304,3.346,3.346,3.28,-1.26
"Mar 02, 2016",3.346,3.435,3.4489,3.346,-2.59
"Mar 01, 2016",3.435,3.4489,3.4489,3.3726,-0.4
"Feb 29, 2016",3.4489,3.4197,3.4982,3.3766,0.85
"Feb 28, 2016",3.4197,3.4112,3.474,3.3391,0.25
"Feb 27, 2016",3.4112,3.4334,3.45,3.4,-0.65
"Feb 26, 2016",3.4334,3.3635,3.4354,3.32,2.08
"Feb 25, 2016",3.3635,3.3567,3.3875,3.32,0.2
"Feb 24, 2016",3.3567,3.384,3.409,3.31,-0.81
"Feb 23, 2016",3.384,3.4728,3.54,3.3354,-2.56
"Feb 22, 2016",3.4728,3.4742,3.5488,3.4,-0.04
"Feb 21, 2016",3.4742,3.4239,3.572,3.372,1.47
"Feb 20, 2016",3.4239,3.2,3.4999,3.1796,7
"Feb 19, 2016",3.2,3.2491,3.2491,3.1508,-1.51
"Feb 18, 2016",3.2491,3.1866,3.2491,3.1795,1.96
"Feb 17, 2016",3.1866,3.1571,3.2389,3.1571,0.93
"Feb 16, 2016",3.1571,3.1301,3.19,3.1301,0.86
"Feb 15, 2016",3.1301,3.1809,3.2299,3.1092,-1.6
"Feb 14, 2016",3.1809,3.11,3.19,3.11,2.28
"Feb 13, 2016",3.1099,3.0815,3.116,3.068,0.92
"Feb 12, 2016",3.0815,3.0818,3.0889,3.0271,-0.01
"Feb 11, 2016",3.0818,3.0571,3.0873,3.0251,0.81
"Feb 10, 2016",3.0571,3.0402,3.1328,3.0262,0.56
"Feb 09, 2016",3.0402,3.02,3.0629,3.0005,0.67
"Feb 08, 2016",3.02,3.0361,3.0766,3.0024,-0.53
"Feb 07, 2016",3.0361,3.05,3.0779,3.02,-0.46
"Feb 06, 2016",3.05,3.113,3.12,3.0148,-2.02
"Feb 05, 2016",3.113,3.1509,3.1509,3.094,-1.2
"Feb 04, 2016",3.1509,3.0001,3.1878,3.0001,5.03
"Feb 03, 2016",3.0001,3.053,3.0799,3.0001,-1.73
"Feb 02, 2016",3.053,3.0515,3.0648,3.0257,0.05
"Feb 01, 2016",3.0515,3.0168,3.076,3.0157,1.15
"Jan 31, 2016",3.0168,3.0315,3.102,3.0002,-0.48
"Jan 30, 2016",3.0315,3.0829,3.1063,3.0315,-1.67
"Jan 29, 2016",3.0829,3.1212,3.1212,3.0029,-1.23
"Jan 28, 2016",3.1212,3.271,3.288,3.0633,-4.58
"Jan 27, 2016",3.271,3.1291,3.314,3.1237,4.53
"Jan 26, 2016",3.1291,3.1267,3.1669,3.081,0.08
"Jan 25, 2016",3.1267,3.1847,3.1847,3.0753,-1.82
"Jan 24, 2016",3.1847,3.1075,3.208,3.0512,2.48
"Jan 23, 2016",3.1075,3.0411,3.1758,3.0411,2.18
"Jan 22, 2016",3.0411,3.2057,3.2101,3.0119,-5.13
"Jan 21, 2016",3.2057,3.37,3.3988,3.186,-4.88
"Jan 20, 2016",3.37,3.0099,3.4393,2.9704,11.96
"Jan 19, 2016",3.0099,3.055,3.07,2.993,-1.48
"Jan 18, 2016",3.055,3.003,3.0634,2.97,1.73
"Jan 17, 2016",3.003,3.1,3.1,2.9951,-3.13
"Jan 16, 2016",3.1,2.95,3.1,2.9029,5.08
"Jan 15, 2016",2.95,3.4356,3.4499,2.95,-14.13
"Jan 14, 2016",3.4356,3.4719,3.4782,3.4162,-1.05
"Jan 13, 2016",3.4719,3.4599,3.4772,3.37,0.57
"Jan 12, 2016",3.4522,3.5517,3.5517,3.445,-2.8
"Jan 11, 2016",3.5517,3.533,3.5714,3.504,0.53
"Jan 10, 2016",3.533,3.58,3.58,3.4722,-1.31
"Jan 09, 2016",3.58,3.5919,3.5925,3.5302,-0.33
"Jan 08, 2016",3.5919,3.6108,3.64,3.5392,-0.78
"Jan 07, 2016",3.62,3.4519,3.64,3.45,4.87
"Jan 06, 2016",3.4519,3.489,3.489,3.4257,-1.06
"Jan 05, 2016",3.489,3.507,3.507,3.4464,-0.51
"Jan 04, 2016",3.507,3.4869,3.5121,3.4516,0.58
"Jan 03, 2016",3.4869,3.499,3.5078,3.419,-0.35
"Jan 02, 2016",3.499,3.5189,3.5269,3.4403,-0.57
"Jan 01, 2016",3.5189,3.4401,3.5225,3.4129,2.29
"Dec 31, 2015",3.4401,3.4527,3.4998,0,-0.36
"Dec 30, 2015",3.4527,3.489,3.5378,3.425,-1.01
"Dec 29, 2015",3.4881,3.464,3.539,3.4198,0.7
"Dec 28, 2015",3.464,3.4678,3.5314,3.4332,-0.11
"Dec 27, 2015",3.4678,3.445,3.5024,3.4021,0.66
"Dec 26, 2015",3.445,3.6011,3.62,3.3716,-4.33
"Dec 25, 2015",3.6011,3.6418,3.657,3.57,-1.12
"Dec 24, 2015",3.6418,3.5601,3.68,3.5601,2.29
"Dec 23, 2015",3.5601,3.4085,3.598,3.3772,4.45
"Dec 22, 2015",3.4085,3.406,3.461,3.36,0.07
"Dec 21, 2015",3.406,3.5,3.525,3.4,-2.69
"Dec 20, 2015",3.5,3.6997,3.7,3.443,-5.4
"Dec 19, 2015",3.6997,3.7201,3.761,3.6565,-0.55
"Dec 18, 2015",3.7201,3.695,3.7854,3.68,0.68
"Dec 17, 2015",3.695,3.6807,3.76,3.626,0.39
"Dec 16, 2015",3.6807,3.7875,3.79,3.5845,-2.82
"Dec 15, 2015",3.7875,3.5879,3.8399,3.5626,5.56
"Dec 14, 2015",3.5879,3.58,3.649,3.5399,0.22
"Dec 13, 2015",3.58,3.6,3.6517,3.5343,-0.56
"Dec 12, 2015",3.6,3.88,4.2997,3.49,-7.06
"Dec 11, 2015",3.8735,3.6598,3.93,3.651,5.84
"Dec 10, 2015",3.6598,3.6906,3.7099,3.574,-0.86
"Dec 09, 2015",3.6917,3.8273,3.8273,3.5114,-1.82
"Dec 08, 2015",3.76,3.654,3.83,3.5489,2.9
"Dec 07, 2015",3.654,3.4399,3.8018,3.4191,6.22
"Dec 06, 2015",3.4399,3.528,3.6262,3.4055,-2.5
"Dec 05, 2015",3.528,3.335,3.5822,3.335,5.79
"Dec 04, 2015",3.335,3.3798,3.3898,3.2975,-1.33
"Dec 03, 2015",3.3798,3.33,3.4399,3.33,1.5
"Dec 02, 2015",3.33,3.4312,3.437,3.2681,-2.95
"Dec 01, 2015",3.4312,3.6255,3.6543,3.3526,-5.36
"Nov 30, 2015",3.6255,3.7,3.78,3.57,-2.01
"Nov 29, 2015",3.7,3.546,3.749,3.4824,4.34
"Nov 28, 2015",3.546,3.605,3.605,3.4696,-1.64
"Nov 27, 2015",3.605,3.6444,3.679,3.535,-1.08
"Nov 26, 2015",3.6444,3.376,3.7666,3.3501,8.81
"Nov 25, 2015",3.3494,3.1018,3.37,3.0855,7.98
"Nov 24, 2015",3.1018,3.154,3.154,3.0952,-1.66
"Nov 23, 2015",3.154,3.1262,3.1759,3.1101,0.89
"Nov 22, 2015",3.1262,3.156,3.165,3.12,-0.94
"Nov 21, 2015",3.156,3.131,3.182,3.1157,0.8
"Nov 20, 2015",3.131,3.14,3.1577,3.045,-0.29
"Nov 19, 2015",3.14,3.182,3.23,3.1333,-1.32
"Nov 18, 2015",3.182,3.226,3.226,3.1526,-1.36
"Nov 17, 2015",3.226,3.1974,3.2687,3.17,0.89
"Nov 16, 2015",3.1974,3.074,3.2299,3.05,4.01
"Nov 15, 2015",3.074,3.2299,3.2488,3.045,-4.83
"Nov 14, 2015",3.2299,3.2177,3.252,3.1615,0.38
"Nov 13, 2015",3.2177,3.3,3.32,3.1401,-2.49
"Nov 12, 2015",3.3,2.9854,3.32,2.9854,10.55
"Nov 11, 2015",2.985,3.0999,3.1298,2.9011,-3.71
"Nov 10, 2015",3.0999,3.4223,3.48,3.0001,-9.42
"Nov 09, 2015",3.4223,3.38,3.5045,3.2105,1.28
"Nov 08, 2015",3.3792,3.532,3.627,3.312,-4.33
"Nov 07, 2015",3.532,3.5109,3.6517,3.51,0.6
"Nov 06, 2015",3.5109,3.85,3.8636,3.3555,-8.81
"Nov 05, 2015",3.85,4,4.3399,3.51,-3.75
"Nov 04, 2015",4,4.55,5.3911,3.1311,-12.09
"Nov 03, 2015",4.55,4.1342,4.87,4.0401,10.06
"Nov 02, 2015",4.1342,3.89,4.282,3.834,6.28
"Nov 01, 2015",3.89,3.6873,3.9449,3.641,5.5
"Oct 31, 2015",3.6873,3.95,4.0388,3.6213,-6.89
"Oct 30, 2015",3.96,3.7993,4.19,3.679,4.23
"Oct 29, 2015",3.7993,3.0988,3.9746,2.9229,22.61
"Oct 28, 2015",3.0988,3.1055,3.13,3.076,-0.22
"Oct 27, 2015",3.1055,3.1186,3.1452,3.0851,-0.42
"Oct 26, 2015",3.1186,3.1011,3.1333,3.0716,0.56
"Oct 25, 2015",3.1011,3.144,3.17,3.101,-1.36
"Oct 24, 2015",3.144,3.1318,3.1563,3.09,0.39
"Oct 23, 2015",3.1318,3.145,3.1549,3.1105,-0.42
"Oct 22, 2015",3.145,3.0787,3.2,3.078,2.15
"Oct 21, 2015",3.0787,3.0797,3.12,3.062,-0.03
"Oct 20, 2015",3.0797,3.0402,3.1,3.03,1.3
"Oct 19, 2015",3.0402,3.0261,3.0664,3.0055,0.47
"Oct 18, 2015",3.0261,3.071,3.0989,3,-1.46
"Oct 17, 2015",3.071,3.101,3.1655,3.0101,-0.97
"Oct 16, 2015",3.101,3.0907,3.16,3.08,0.33
"Oct 15, 2015",3.0907,3.1649,3.1729,3.0721,-2.34
"Oct 14, 2015",3.1649,3.197,3.225,3.0657,-1
"Oct 13, 2015",3.197,3.1675,3.2226,3.1138,0.93
"Oct 12, 2015",3.1675,3.1583,3.19,3.1281,0.29
"Oct 11, 2015",3.1583,3.1141,3.172,3.0901,1.42
"Oct 10, 2015",3.1141,3.115,3.162,3.086,-0.03
"Oct 09, 2015",3.115,3.062,3.1332,3.062,1.73
"Oct 08, 2015",3.062,3.0688,3.0901,3.042,-0.22
"Oct 07, 2015",3.0688,3.169,3.2,3.0465,-3.16
"Oct 06, 2015",3.169,3.0419,3.1901,3.023,5.09
"Oct 04, 2015",3.0154,3.031,3.0839,3.0009,-0.51
"Oct 03, 2015",3.031,2.9929,3.0521,2.9844,1.27
"Oct 02, 2015",2.9929,3.0135,3.0256,2.9735,-0.81
"Oct 01, 2015",3.0173,2.994,3.0671,2.955,0.78
"Sep 30, 2015",2.994,2.9839,3.045,2.9553,0.34
"Sep 29, 2015",2.9839,3.08,3.2,2.9516,-3
"Sep 28, 2015",3.0761,2.8748,3.088,2.8748,7
"Sep 27, 2015",2.8748,2.8988,2.9013,2.8661,-0.83
"Sep 26, 2015",2.8988,2.902,2.9061,2.8664,-0.11
"Sep 25, 2015",2.902,2.9202,2.96,2.8724,-0.62
"Sep 24, 2015",2.9202,2.86,2.9737,2.8555,2.1
"Sep 23, 2015",2.86,2.8536,2.9149,2.8312,0.22
"Sep 22, 2015",2.8536,2.8096,2.924,2.801,1.57
"Sep 21, 2015",2.8096,2.851,2.8782,2.7821,-1.45
"Sep 20, 2015",2.851,2.884,2.8917,2.827,-1.14
"Sep 19, 2015",2.884,2.9653,2.9843,2.871,-2.74
"Sep 18, 2015",2.9653,2.9337,3.0305,2.9273,1.08
"Sep 17, 2015",2.9337,2.8148,2.9588,2.7959,4.22
"Sep 16, 2015",2.8148,2.8198,2.8592,2.7702,-0.18
"Sep 15, 2015",2.8198,2.8498,2.87,2.811,-1.05
"Sep 14, 2015",2.8498,2.816,2.8794,2.79,1.2
"Sep 13, 2015",2.816,2.8351,2.8632,2.75,-0.73
"Sep 12, 2015",2.8366,2.965,2.978,2.801,-4.33
"Sep 11, 2015",2.965,2.955,3.0038,2.9372,0.34
"Sep 10, 2015",2.955,2.9424,2.9971,2.9139,0.43
"Sep 09, 2015",2.9424,3.05,3.06,2.92,-3.53
"Sep 08, 2015",3.05,3.0597,3.159,3,-0.32
"Sep 07, 2015",3.0597,3.0789,3.1684,3,-0.62
"Sep 06, 2015",3.0789,2.951,3.1989,2.93,4.33
"Sep 05, 2015",2.951,2.7098,3.015,2.67,8.9
"Sep 04, 2015",2.7098,2.6481,2.7721,2.6481,2.33
"Sep 03, 2015",2.6481,2.8058,2.815,2.6181,-5.62
"Sep 02, 2015",2.8058,2.84,2.851,2.75,-1.2
"Sep 01, 2015",2.84,2.848,2.9129,2.7875,-0.28
"Aug 31, 2015",2.848,2.8565,2.9,2.78,-0.3
"Aug 30, 2015",2.8565,2.893,2.9397,2.7517,-1.26
"Aug 29, 2015",2.893,2.9,2.949,2.8122,-0.24
"Aug 28, 2015",2.9,2.89,2.9911,2.725,0.35
"Aug 27, 2015",2.89,2.9488,3.0088,2.84,-1.99
"Aug 26, 2015",2.9488,2.9598,3.0946,2.73,-0.37
"Aug 25, 2015",2.9598,3.0501,3.1606,2.53,-2.96
"Aug 24, 2015",3.05,3.3824,3.388,2.9666,-9.83
"Aug 23, 2015",3.3824,3.5383,3.5495,3.3001,-4.41
"Aug 22, 2015",3.5383,3.5697,3.5815,3.41,-0.88
"Aug 21, 2015",3.5697,3.6036,3.67,3.517,-0.94
"Aug 20, 2015",3.6036,3.4982,3.6795,3.4601,3.01
"Aug 19, 2015",3.4982,3.363,3.65,3.21,4.01
"Aug 18, 2015",3.3633,4.01,4.01,3.3302,-16.13
"Aug 17, 2015",4.01,3.9757,4.0787,3.94,0.75
"Aug 16, 2015",3.98,3.9412,4.0263,3.8832,0.98
"Aug 15, 2015",3.9412,4.054,4.088,3.9277,-2.88
"Aug 14, 2015",4.058,3.9,4.13,3.8601,4.05
"Aug 13, 2015",3.9,4.0141,4.0141,3.85,-3.1
"Aug 12, 2015",4.0249,4.175,4.1975,4.0001,-3.27
"Aug 11, 2015",4.161,3.9732,4.179,3.96,4.52
"Aug 10, 2015",3.9811,3.94,4.03,3.87,1.04
"Aug 09, 2015",3.94,3.871,4.0448,3.82,1.88
"Aug 08, 2015",3.8672,4.2484,4.2491,3.828,-8.97
"Aug 07, 2015",4.2484,4.0524,4.27,3.96,4.67
"Aug 06, 2015",4.059,4.37,4.38,4,-7.12
"Aug 05, 2015",4.37,4.4107,4.45,4.2999,-0.91
"Aug 04, 2015",4.41,4.195,4.4997,4.1806,5
"Aug 03, 2015",4.2,4.187,4.41,4.0214,0.32
"Aug 02, 2015",4.1867,4.1488,4.246,3.823,0.92
"Aug 01, 2015",4.1487,4.6402,4.675,4.066,-10.59
"Jul 31, 2015",4.64,4.607,4.8194,4.5,0.71
"Jul 30, 2015",4.6071,4.807,4.807,4.54,-4.16
"Jul 29, 2015",4.807,5.087,5.199,4.692,-5.5
"Jul 28, 2015",5.087,4.69,5.2484,4.6885,8.46
"Jul 27, 2015",4.69,4.7,4.8,4.55,-0.19
"Jul 26, 2015",4.699,4.6779,4.8337,4.463,0.45
"Jul 25, 2015",4.6779,4.6063,4.9967,4.44,1.43
"Jul 24, 2015",4.6119,3.7869,4.77,3.75,21.79
"Jul 23, 2015",3.7869,3.8696,3.8754,3.77,-2.14
"Jul 22, 2015",3.8699,3.7759,3.88,3.6863,2.49
"Jul 21, 2015",3.7759,3.9719,4.05,3.754,-4.93
"Jul 20, 2015",3.9719,3.707,3.973,3.6621,6.88
"Jul 19, 2015",3.7162,4.01,4.0909,3.5502,-7.33
"Jul 18, 2015",4.01,3.7501,4.34,3.74,6.93
"Jul 17, 2015",3.7501,3.707,3.94,3.474,1.3
"Jul 16, 2015",3.702,4.1219,4.22,3.211,-10.19
"Jul 15, 2015",4.1219,4.601,4.72,4.0407,-10.41
"Jul 14, 2015",4.601,4.7,4.99,4.421,-2.11
"Jul 13, 2015",4.7,5.3081,5.3179,4.47,-11.46
"Jul 12, 2015",5.3081,5.1701,5.417,5,-5.67
"Jul 10, 2015",5.6271,7.567,8.9665,5,-25.64
"Jul 09, 2015",7.567,6.97,8.1,6.7702,27.1
"Jul 08, 2015",5.9535,5.446,5.998,5.3809,14.52
"Jul 07, 2015",5.1988,5.3547,5.3789,5.1577,3.98
"Jul 06, 2015",4.9998,4.8066,5.0368,4.7566,20.47
"Jul 05, 2015",4.1501,4.143,4.199,4.04,0.17
"Jul 04, 2015",4.143,4.151,4.189,4.035,-0.19
"Jul 03, 2015",4.151,4.056,4.18,4.015,2.37
"Jul 02, 2015",4.055,3.9431,4.1899,3.9291,2.84
"Jul 01, 2015",3.9431,4.092,4.119,3.8101,-3.64
"Jun 30, 2015",4.092,3.7707,4.366,3.7194,8.52
"Jun 29, 2015",3.7707,3.098,3.975,3.05,20.83
"Jun 28, 2015",3.1206,3.125,3.181,3.0402,-0.14
"Jun 27, 2015",3.125,2.876,3.182,2.864,8.66
"Jun 26, 2015",2.876,2.838,2.91,2.81,1.34
"Jun 25, 2015",2.838,2.7733,2.8899,2.683,2.33
"Jun 24, 2015",2.7733,2.959,2.959,2.772,-6.28
"Jun 23, 2015",2.959,2.9975,3.0195,2.9092,-1.28
"Jun 22, 2015",2.9975,3,3.064,2.945,-0.08
"Jun 21, 2015",3,3.0333,3.0687,2.8606,-1.06
"Jun 20, 2015",3.032,2.81,3.1,2.7131,7.9
"Jun 19, 2015",2.81,3.1018,3.1502,2.702,-9.41
"Jun 18, 2015",3.1018,2.8358,3.21,2.83,9.38
"Jun 17, 2015",2.8358,2.86,3.2497,2.5568,-0.88
"Jun 16, 2015",2.8611,2.01,2.88,2.0052,42.34
"Jun 15, 2015",2.01,2.002,2.0499,1.9905,0.4
"Jun 14, 2015",2.002,1.8498,2.4,1.8498,8.23
"Jun 13, 2015",1.8498,1.8003,1.88,1.791,2.75
"Jun 12, 2015",1.8003,1.7791,1.82,1.7791,1.19
"Jun 11, 2015",1.7791,1.75,1.7999,1.75,1.66
