Date,Price,Open,High,Low,Change %
"Jun 10, 2015",1.75,1.8019,1.8019,1.7305,-2.88
"Jun 09, 2015",1.8019,1.7906,1.8263,1.7825,0.63
"Jun 08, 2015",1.7906,1.73,1.807,1.715,3.5
"Jun 07, 2015",1.73,1.76,1.763,1.715,-1.7
"Jun 06, 2015",1.76,1.746,1.776,1.7312,0.8
"Jun 05, 2015",1.746,1.651,1.7758,1.651,5.75
"Jun 04, 2015",1.651,1.687,1.687,1.6478,-2.13
"Jun 03, 2015",1.687,1.659,1.6949,1.645,1.69
"Jun 02, 2015",1.659,1.605,1.682,1.5908,3.36
"Jun 01, 2015",1.605,1.6319,1.6759,1.58,-1.65
"May 31, 2015",1.6319,1.79,1.8284,1.61,-8.83
"May 30, 2015",1.79,1.824,1.825,1.7815,-1.86
"May 29, 2015",1.824,1.83,1.843,1.802,-0.33
"May 28, 2015",1.83,1.831,1.8444,1.812,-0.05
"May 27, 2015",1.831,1.812,1.9159,1.7903,1.05
"May 26, 2015",1.812,1.7985,1.8199,1.7705,0.75
"May 25, 2015",1.7985,1.8489,1.8586,1.7677,-2.73
"May 24, 2015",1.8489,1.7899,1.8567,1.7657,3.3
"May 23, 2015",1.7899,1.834,1.9,1.7503,-2.4
"May 22, 2015",1.834,1.476,1.94,1.4635,24.25
"May 21, 2015",1.476,1.4634,1.48,1.456,0.86
"May 20, 2015",1.4634,1.448,1.47,1.444,1.06
"May 19, 2015",1.448,1.4424,1.4571,1.441,0.39
"May 18, 2015",1.4424,1.4539,1.4689,1.4396,-0.79
"May 17, 2015",1.4539,1.4514,1.47,1.4431,0.17
"May 16, 2015",1.4514,1.4529,1.4634,1.444,-0.1
"May 15, 2015",1.4529,1.4384,1.4561,1.4351,1.01
"May 14, 2015",1.4384,1.4423,1.4657,1.405,-0.27
"May 13, 2015",1.4423,1.442,1.4888,1.44,0.02
"May 12, 2015",1.442,1.445,1.455,1.4321,-0.21
"May 11, 2015",1.445,1.4436,1.4704,1.4301,0.1
"May 10, 2015",1.4436,1.4402,1.4716,1.4213,0.24
"May 09, 2015",1.4402,1.4861,1.5,1.4301,-3.09
"May 08, 2015",1.4861,1.452,1.5029,1.426,2.35
"May 07, 2015",1.452,1.393,1.4899,1.376,4.24
"May 06, 2015",1.393,1.4,1.43,1.385,-0.5
"May 05, 2015",1.4,1.418,1.4502,1.3589,-1.27
"May 04, 2015",1.418,1.441,1.4899,1.4,-1.6
"May 03, 2015",1.441,1.4221,1.47,1.4235,1.33
"May 02, 2015",1.4221,1.4122,1.443,1.404,0.7
"May 01, 2015",1.4122,1.4461,1.4864,1.4043,-2.34
"Apr 30, 2015",1.4461,1.37,1.4689,1.366,5.55
"Apr 29, 2015",1.37,1.3768,1.3969,1.352,-0.49
"Apr 28, 2015",1.3768,1.3748,1.3961,1.3471,0.15
"Apr 27, 2015",1.3748,1.332,1.4067,1.3244,3.21
"Apr 26, 2015",1.332,1.407,1.4077,1.306,-5.33
"Apr 25, 2015",1.407,1.4222,1.4373,1.3565,-1.07
"Apr 24, 2015",1.4222,1.4491,1.4649,1.4111,-1.86
"Apr 23, 2015",1.4491,1.454,1.4649,1.4351,-0.34
"Apr 22, 2015",1.454,1.4352,1.4799,1.4202,1.31
"Apr 21, 2015",1.4352,1.4053,1.4402,1.3893,2.13
"Apr 20, 2015",1.4053,1.3948,1.4179,1.38,0.75
"Apr 19, 2015",1.3948,1.3969,1.4268,1.3822,-0.15
"Apr 18, 2015",1.3969,1.4087,1.4239,1.3836,-0.84
"Apr 17, 2015",1.4087,1.4099,1.4325,1.39,-0.09
"Apr 16, 2015",1.4099,1.379,1.44,1.367,2.24
"Apr 15, 2015",1.379,1.383,1.42,1.331,-0.66
"Apr 14, 2015",1.3882,1.3731,1.391,1.328,1.1
"Apr 13, 2015",1.3731,1.474,1.4927,1.3601,-6.85
"Apr 12, 2015",1.474,1.4597,1.4899,1.453,0.98
"Apr 11, 2015",1.4597,1.5102,1.547,1.43,-3.34
"Apr 10, 2015",1.5102,1.58,1.6016,1.503,-4.42
"Apr 09, 2015",1.58,1.6305,1.6348,0.9849,-3.1
"Apr 08, 2015",1.6305,1.666,1.6759,1.6101,-2.13
"Apr 07, 2015",1.666,1.6954,1.6954,1.64,-1.73
"Apr 06, 2015",1.6954,1.7012,1.72,1.6586,-0.34
"Apr 05, 2015",1.7012,1.689,1.7199,1.676,0.72
"Apr 04, 2015",1.689,1.7,1.7048,1.6781,-0.65
"Apr 03, 2015",1.7,1.684,1.7289,1.675,0.95
"Apr 02, 2015",1.684,1.68,1.719,1.6471,0.24
"Apr 01, 2015",1.68,1.6525,1.68,1.625,1.66
"Mar 31, 2015",1.6525,1.685,1.685,1.63,-1.93
"Mar 30, 2015",1.685,1.651,1.6898,1.683,2.06
"Mar 29, 2015",1.651,1.718,1.6868,1.634,-3.9
"Mar 28, 2015",1.718,1.682,1.725,1.682,2.14
"Mar 27, 2015",1.682,1.6915,1.71,1.676,-0.56
"Mar 26, 2015",1.6915,1.6962,1.7281,1.6912,-0.28
"Mar 25, 2015",1.6962,1.657,1.8138,1.61,2.37
"Mar 24, 2015",1.657,1.791,1.8099,1.6301,-7.48
"Mar 23, 2015",1.791,1.8,1.8164,1.75,-0.5
"Mar 22, 2015",1.8,1.75,1.814,1.7381,2.86
"Mar 21, 2015",1.75,1.791,1.791,1.73,-2.29
"Mar 20, 2015",1.791,1.7791,1.8,1.755,0.67
"Mar 19, 2015",1.7791,1.7596,1.818,1.651,1.11
"Mar 18, 2015",1.7596,1.99,1.99,1.722,-11.58
"Mar 17, 2015",1.99,2.0222,2.0409,1.9692,-1.59
"Mar 16, 2015",2.0222,2.0194,2.06,2.0156,0.14
"Mar 15, 2015",2.0194,1.9884,2.034,1.9821,1.56
"Mar 14, 2015",1.9884,2,2.0268,1.9741,-0.58
"Mar 13, 2015",2,2.0554,2.0589,2,-2.7
"Mar 12, 2015",2.0554,2.031,2.076,2.001,1.2
"Mar 11, 2015",2.031,2.004,2.0329,1.998,1.35
"Mar 10, 2015",2.004,1.9584,2.1021,1.9902,2.33
"Mar 09, 2015",1.9584,1.8929,1.97,1.9061,3.46
"Mar 08, 2015",1.8929,1.923,1.924,1.8704,-1.57
"Mar 07, 2015",1.923,1.9079,1.943,1.8913,0.79
"Mar 06, 2015",1.9079,1.932,1.9425,1.8804,-1.25
"Mar 05, 2015",1.932,1.933,1.9599,1.886,-0.05
"Mar 04, 2015",1.933,1.9618,1.985,1.91,-1.47
"Mar 03, 2015",1.9618,1.958,2.0055,1.905,0.19
"Mar 02, 2015",1.958,1.9219,1.9641,1.8878,1.88
"Mar 01, 2015",1.9219,1.852,1.9261,1.8111,3.77
"Feb 28, 2015",1.852,1.863,1.865,1.832,-0.59
"Feb 27, 2015",1.863,1.8,1.8879,1.799,3.5
"Feb 26, 2015",1.8,1.814,1.8263,1.8,-0.77
"Feb 25, 2015",1.814,1.828,1.8329,1.788,-0.77
"Feb 24, 2015",1.828,1.8191,1.828,1.8042,0.49
"Feb 23, 2015",1.8191,1.7867,1.839,1.7867,1.81
"Feb 22, 2015",1.7867,1.851,1.868,1.777,-3.47
"Feb 21, 2015",1.851,1.846,1.8629,1.835,0.27
"Feb 20, 2015",1.846,1.839,1.864,1.83,0.38
"Feb 19, 2015",1.839,1.81,1.8587,1.807,1.6
"Feb 18, 2015",1.81,1.857,1.8878,1.7931,-2.53
"Feb 17, 2015",1.857,1.802,1.8739,1.7871,3.05
"Feb 16, 2015",1.802,1.8316,1.85,1.79,-1.62
"Feb 15, 2015",1.8316,1.9525,2.0443,1.7893,-6.12
"Feb 14, 2015",1.9511,1.825,1.985,1.825,6.91
"Feb 13, 2015",1.825,1.769,1.8889,1.76,3.17
"Feb 12, 2015",1.769,1.729,1.7768,1.71,2.31
,,,,,
,Highest:93.61900,Lowest:0.00000,Difference:93.61900,Average:11.15459,"Change %:3,272.52757"
